CODFILIAL;FILIAL;IDPERLET;PERIODO_LETIVO;CODBOLSA;BOLSA;CODCURSO;CURSO;MODALIDADE;PERCENTUAL;FIXO_MAX;PARCELA_INICIAL;PARCELA_FINAL
169;Centro Universitário Cenecista de Osório;2398;2019-21;4;Prouni – 50%;GD007;Ciências Contábeis;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;4;Prouni – 50%;GD015;Educação Física;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;4;Prouni – 50%;GD020;Engenharia de Produção;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;4;Prouni – 50%;GD071;Gestão Ambiental;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;4;Prouni – 50%;GD072;Gestão Comercial;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;4;Prouni – 50%;GD075;Gestão de Recursos Humanos;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;4;Prouni – 50%;GD073;Gestão Financeira;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;4;Prouni – 50%;GD074;Gestão Pública;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;4;Prouni – 50%;GD037;Letras;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;4;Prouni – 50%;GD077;Logística;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;4;Prouni – 50%;GD078;Marketing;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;4;Prouni – 50%;GD041;Matemática;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;4;Prouni – 50%;GD045;Pedagogia;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;4;Prouni – 50%;GD046;Pedagogia - Segunda Licenciatura;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;4;Prouni – 50%;GD079;Processos Gerenciais;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;4;Prouni – 50%;GD055;Sistemas de Informação;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;4;Prouni – 50%;GD084;Teologia;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;19;Subvenção;GD001;Administração;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;19;Subvenção;GD057;Análise e Desenvolvimento de Sistemas;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;19;Subvenção;GD007;Ciências Contábeis;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;19;Subvenção;GD015;Educação Física;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;19;Subvenção;GD020;Engenharia de Produção;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;19;Subvenção;GD071;Gestão Ambiental;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;19;Subvenção;GD072;Gestão Comercial;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;19;Subvenção;GD075;Gestão de Recursos Humanos;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;19;Subvenção;GD073;Gestão Financeira;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;19;Subvenção;GD074;Gestão Pública;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;19;Subvenção;GD037;Letras;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;19;Subvenção;GD077;Logística;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;19;Subvenção;GD078;Marketing;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;19;Subvenção;GD041;Matemática;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;19;Subvenção;GD045;Pedagogia;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;19;Subvenção;GD046;Pedagogia - Segunda Licenciatura;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;19;Subvenção;GD079;Processos Gerenciais;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;19;Subvenção;GD055;Sistemas de Informação;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;19;Subvenção;GD084;Teologia;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;34;Transferidos de outras IES;GD001;Administração;A Distância;25;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;34;Transferidos de outras IES;GD057;Análise e Desenvolvimento de Sistemas;A Distância;25;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;34;Transferidos de outras IES;GD007;Ciências Contábeis;A Distância;25;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;34;Transferidos de outras IES;GD015;Educação Física;A Distância;25;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;34;Transferidos de outras IES;GD020;Engenharia de Produção;A Distância;25;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;34;Transferidos de outras IES;GD071;Gestão Ambiental;A Distância;25;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;34;Transferidos de outras IES;GD072;Gestão Comercial;A Distância;25;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;34;Transferidos de outras IES;GD075;Gestão de Recursos Humanos;A Distância;25;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;34;Transferidos de outras IES;GD073;Gestão Financeira;A Distância;25;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;34;Transferidos de outras IES;GD074;Gestão Pública;A Distância;25;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;34;Transferidos de outras IES;GD037;Letras;A Distância;25;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;34;Transferidos de outras IES;GD077;Logística;A Distância;25;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;34;Transferidos de outras IES;GD078;Marketing;A Distância;25;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;34;Transferidos de outras IES;GD041;Matemática;A Distância;25;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;34;Transferidos de outras IES;GD045;Pedagogia;A Distância;25;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;34;Transferidos de outras IES;GD046;Pedagogia - Segunda Licenciatura;A Distância;25;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;34;Transferidos de outras IES;GD079;Processos Gerenciais;A Distância;25;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;34;Transferidos de outras IES;GD055;Sistemas de Informação;A Distância;25;0;1;6
169;Centro Universitário Cenecista de Osório;2398;2019-21;34;Transferidos de outras IES;GD084;Teologia;A Distância;25;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;31;2ª Graduação - CNEC;GD001;Administração;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;31;2ª Graduação - CNEC;GD057;Análise e Desenvolvimento de Sistemas;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;31;2ª Graduação - CNEC;GD007;Ciências Contábeis;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;31;2ª Graduação - CNEC;GD015;Educação Física;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;31;2ª Graduação - CNEC;GD020;Engenharia de Produção;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;31;2ª Graduação - CNEC;GD071;Gestão Ambiental;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;31;2ª Graduação - CNEC;GD072;Gestão Comercial;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;31;2ª Graduação - CNEC;GD075;Gestão de Recursos Humanos;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;31;2ª Graduação - CNEC;GD073;Gestão Financeira;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;31;2ª Graduação - CNEC;GD074;Gestão Pública;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;31;2ª Graduação - CNEC;GD037;Letras;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;31;2ª Graduação - CNEC;GD077;Logística;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;31;2ª Graduação - CNEC;GD078;Marketing;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;31;2ª Graduação - CNEC;GD041;Matemática;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;31;2ª Graduação - CNEC;GD045;Pedagogia;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;31;2ª Graduação - CNEC;GD046;Pedagogia - Segunda Licenciatura;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;31;2ª Graduação - CNEC;GD079;Processos Gerenciais;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;31;2ª Graduação - CNEC;GD055;Sistemas de Informação;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;31;2ª Graduação - CNEC;GD084;Teologia;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;32;2ª Graduação - Outras IES;GD001;Administração;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;32;2ª Graduação - Outras IES;GD057;Análise e Desenvolvimento de Sistemas;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;32;2ª Graduação - Outras IES;GD007;Ciências Contábeis;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;32;2ª Graduação - Outras IES;GD015;Educação Física;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;32;2ª Graduação - Outras IES;GD020;Engenharia de Produção;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;32;2ª Graduação - Outras IES;GD071;Gestão Ambiental;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;32;2ª Graduação - Outras IES;GD072;Gestão Comercial;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;32;2ª Graduação - Outras IES;GD075;Gestão de Recursos Humanos;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;32;2ª Graduação - Outras IES;GD073;Gestão Financeira;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;32;2ª Graduação - Outras IES;GD074;Gestão Pública;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;32;2ª Graduação - Outras IES;GD037;Letras;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;32;2ª Graduação - Outras IES;GD077;Logística;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;32;2ª Graduação - Outras IES;GD078;Marketing;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;32;2ª Graduação - Outras IES;GD041;Matemática;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;32;2ª Graduação - Outras IES;GD045;Pedagogia;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;32;2ª Graduação - Outras IES;GD046;Pedagogia - Segunda Licenciatura;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;32;2ª Graduação - Outras IES;GD079;Processos Gerenciais;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;32;2ª Graduação - Outras IES;GD055;Sistemas de Informação;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;32;2ª Graduação - Outras IES;GD084;Teologia;A Distância;20;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;1;Bolsa CNEC 100%;GD001;Administração;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;1;Bolsa CNEC 100%;GD057;Análise e Desenvolvimento de Sistemas;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;1;Bolsa CNEC 100%;GD007;Ciências Contábeis;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;1;Bolsa CNEC 100%;GD015;Educação Física;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;1;Bolsa CNEC 100%;GD020;Engenharia de Produção;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;1;Bolsa CNEC 100%;GD071;Gestão Ambiental;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;1;Bolsa CNEC 100%;GD072;Gestão Comercial;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;1;Bolsa CNEC 100%;GD075;Gestão de Recursos Humanos;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;1;Bolsa CNEC 100%;GD073;Gestão Financeira;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;1;Bolsa CNEC 100%;GD074;Gestão Pública;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;1;Bolsa CNEC 100%;GD037;Letras;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;1;Bolsa CNEC 100%;GD077;Logística;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;1;Bolsa CNEC 100%;GD078;Marketing;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;1;Bolsa CNEC 100%;GD041;Matemática;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;1;Bolsa CNEC 100%;GD045;Pedagogia;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;1;Bolsa CNEC 100%;GD046;Pedagogia - Segunda Licenciatura;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;1;Bolsa CNEC 100%;GD079;Processos Gerenciais;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;1;Bolsa CNEC 100%;GD055;Sistemas de Informação;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;1;Bolsa CNEC 100%;GD084;Teologia;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;2;Bolsa CNEC 50%;GD001;Administração;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;2;Bolsa CNEC 50%;GD057;Análise e Desenvolvimento de Sistemas;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;2;Bolsa CNEC 50%;GD007;Ciências Contábeis;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;2;Bolsa CNEC 50%;GD015;Educação Física;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;2;Bolsa CNEC 50%;GD020;Engenharia de Produção;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;2;Bolsa CNEC 50%;GD071;Gestão Ambiental;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;2;Bolsa CNEC 50%;GD072;Gestão Comercial;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;2;Bolsa CNEC 50%;GD075;Gestão de Recursos Humanos;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;2;Bolsa CNEC 50%;GD073;Gestão Financeira;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;2;Bolsa CNEC 50%;GD074;Gestão Pública;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;2;Bolsa CNEC 50%;GD037;Letras;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;2;Bolsa CNEC 50%;GD077;Logística;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;2;Bolsa CNEC 50%;GD078;Marketing;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;2;Bolsa CNEC 50%;GD041;Matemática;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;2;Bolsa CNEC 50%;GD045;Pedagogia;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;2;Bolsa CNEC 50%;GD046;Pedagogia - Segunda Licenciatura;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;2;Bolsa CNEC 50%;GD079;Processos Gerenciais;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;2;Bolsa CNEC 50%;GD055;Sistemas de Informação;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;2;Bolsa CNEC 50%;GD084;Teologia;A Distância;50;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;5;Bolsa Desconto Folha;GD001;Administração;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;5;Bolsa Desconto Folha;GD057;Análise e Desenvolvimento de Sistemas;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;5;Bolsa Desconto Folha;GD007;Ciências Contábeis;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;5;Bolsa Desconto Folha;GD015;Educação Física;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;5;Bolsa Desconto Folha;GD020;Engenharia de Produção;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;5;Bolsa Desconto Folha;GD071;Gestão Ambiental;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;5;Bolsa Desconto Folha;GD072;Gestão Comercial;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;5;Bolsa Desconto Folha;GD075;Gestão de Recursos Humanos;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;5;Bolsa Desconto Folha;GD073;Gestão Financeira;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;5;Bolsa Desconto Folha;GD074;Gestão Pública;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;5;Bolsa Desconto Folha;GD037;Letras;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;5;Bolsa Desconto Folha;GD077;Logística;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;5;Bolsa Desconto Folha;GD078;Marketing;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;5;Bolsa Desconto Folha;GD041;Matemática;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;5;Bolsa Desconto Folha;GD045;Pedagogia;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;5;Bolsa Desconto Folha;GD046;Pedagogia - Segunda Licenciatura;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;5;Bolsa Desconto Folha;GD079;Processos Gerenciais;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;5;Bolsa Desconto Folha;GD055;Sistemas de Informação;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;5;Bolsa Desconto Folha;GD084;Teologia;A Distância;100;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;8;CCT/ACT;GD001;Administração;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;8;CCT/ACT;GD057;Análise e Desenvolvimento de Sistemas;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;8;CCT/ACT;GD007;Ciências Contábeis;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;8;CCT/ACT;GD015;Educação Física;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;8;CCT/ACT;GD020;Engenharia de Produção;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;8;CCT/ACT;GD071;Gestão Ambiental;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;8;CCT/ACT;GD072;Gestão Comercial;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;8;CCT/ACT;GD075;Gestão de Recursos Humanos;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;8;CCT/ACT;GD073;Gestão Financeira;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;8;CCT/ACT;GD074;Gestão Pública;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;8;CCT/ACT;GD037;Letras;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;8;CCT/ACT;GD077;Logística;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;8;CCT/ACT;GD078;Marketing;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;8;CCT/ACT;GD041;Matemática;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;8;CCT/ACT;GD045;Pedagogia;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;8;CCT/ACT;GD046;Pedagogia - Segunda Licenciatura;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;8;CCT/ACT;GD079;Processos Gerenciais;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;8;CCT/ACT;GD055;Sistemas de Informação;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;8;CCT/ACT;GD084;Teologia;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;15;Cnec Antecipação;GD001;Administração;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;15;Cnec Antecipação;GD057;Análise e Desenvolvimento de Sistemas;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;15;Cnec Antecipação;GD007;Ciências Contábeis;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;15;Cnec Antecipação;GD015;Educação Física;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;15;Cnec Antecipação;GD020;Engenharia de Produção;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;15;Cnec Antecipação;GD071;Gestão Ambiental;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;15;Cnec Antecipação;GD072;Gestão Comercial;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;15;Cnec Antecipação;GD075;Gestão de Recursos Humanos;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;15;Cnec Antecipação;GD073;Gestão Financeira;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;15;Cnec Antecipação;GD074;Gestão Pública;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;15;Cnec Antecipação;GD037;Letras;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;15;Cnec Antecipação;GD077;Logística;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;15;Cnec Antecipação;GD078;Marketing;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;15;Cnec Antecipação;GD041;Matemática;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;15;Cnec Antecipação;GD045;Pedagogia;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;15;Cnec Antecipação;GD046;Pedagogia - Segunda Licenciatura;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;15;Cnec Antecipação;GD079;Processos Gerenciais;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;15;Cnec Antecipação;GD055;Sistemas de Informação;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;15;Cnec Antecipação;GD084;Teologia;A Distância;15;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;12;CNEC Colaborador;GD001;Administração;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;12;CNEC Colaborador;GD057;Análise e Desenvolvimento de Sistemas;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;12;CNEC Colaborador;GD007;Ciências Contábeis;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;12;CNEC Colaborador;GD015;Educação Física;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;12;CNEC Colaborador;GD020;Engenharia de Produção;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;12;CNEC Colaborador;GD071;Gestão Ambiental;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;12;CNEC Colaborador;GD072;Gestão Comercial;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;12;CNEC Colaborador;GD075;Gestão de Recursos Humanos;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;12;CNEC Colaborador;GD073;Gestão Financeira;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;12;CNEC Colaborador;GD074;Gestão Pública;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;12;CNEC Colaborador;GD037;Letras;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;12;CNEC Colaborador;GD077;Logística;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;12;CNEC Colaborador;GD078;Marketing;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;12;CNEC Colaborador;GD041;Matemática;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;12;CNEC Colaborador;GD045;Pedagogia;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;12;CNEC Colaborador;GD046;Pedagogia - Segunda Licenciatura;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;12;CNEC Colaborador;GD079;Processos Gerenciais;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;12;CNEC Colaborador;GD055;Sistemas de Informação;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;12;CNEC Colaborador;GD084;Teologia;A Distância;20;1;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;11;CNEC Parcerias;GD001;Administração;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;11;CNEC Parcerias;GD057;Análise e Desenvolvimento de Sistemas;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;11;CNEC Parcerias;GD007;Ciências Contábeis;A Distância;100;0;1;6
169;Centro Universitário Cenecista de Osório;2399;2019-22;11;CNEC Parcerias;GD015;Educação Física;A Distância;100;0;1;6
